heart_rate,rmssd,sdnn,emotion
67,55,90,CALM
84,21,34,STRESSED
69,55,96,CALM
98,31,41,STRESSED
70,69,90,CALM
89,5,15,ANXIOUS
67,66,83,CALM
80,46,61,NORMAL
78,68,52,CALM
72,38,56,NORMAL
69,66,69,CALM
89,18,47,STRESSED
78,33,25,STRESSED
88,30,24,STRESSED
122,20,19,ANXIOUS
53,71,72,CALM
100,10,10,ANXIOUS
50,56,65,CALM
74,52,43,NORMAL
54,67,63,CALM
75,69,85,CALM
103,10,12,ANXIOUS
94,11,16,ANXIOUS
56,68,67,CALM
103,16,23,ANXIOUS
85,60,42,NORMAL
51,51,75,CALM
78,42,34,NORMAL
92,45,42,NORMAL
105,16,10,ANXIOUS
83,31,40,STRESSED
68,41,77,NORMAL
57,72,66,CALM
119,14,25,ANXIOUS
81,36,32,NORMAL
86,26,25,STRESSED
90,15,17,ANXIOUS
91,32,60,NORMAL
75,36,93,CALM
101,34,35,STRESSED
56,74,78,CALM
77,55,59,NORMAL
110,10,26,ANXIOUS
109,16,36,ANXIOUS
101,17,22,ANXIOUS
111,21,30,STRESSED
111,18,15,ANXIOUS
110,44,41,NORMAL
98,31,33,NORMAL
66,57,72,CALM
107,14,10,ANXIOUS
89,35,33,NORMAL
103,12,18,ANXIOUS
115,15,16,ANXIOUS
91,28,56,STRESSED
68,62,80,CALM
103,30,45,STRESSED
106,14,17,ANXIOUS
91,23,33,STRESSED
101,18,26,STRESSED
104,13,17,ANXIOUS
89,41,33,NORMAL
75,34,59,NORMAL
64,46,41,NORMAL
72,36,43,NORMAL
99,16,20,ANXIOUS
79,32,38,NORMAL
124,14,28,ANXIOUS
53,61,81,CALM
77,33,46,NORMAL
65,70,55,CALM
96,14,20,ANXIOUS
63,87,101,CALM
96,23,30,STRESSED
90,29,53,NORMAL
74,48,67,CALM
89,22,40,STRESSED
94,36,40,STRESSED
102,12,17,ANXIOUS
79,23,57,STRESSED
87,33,34,STRESSED
106,14,24,ANXIOUS
61,50,64,CALM
50,45,80,CALM
86,14,22,STRESSED
70,65,46,NORMAL
60,63,68,CALM
72,48,71,CALM
104,20,28,STRESSED
72,56,63,CALM
79,41,47,NORMAL
116,14,33,ANXIOUS
58,70,54,CALM
79,49,61,NORMAL
73,62,85,CALM
86,33,44,NORMAL
75,39,52,NORMAL
108,7,13,ANXIOUS
66,57,65,CALM
66,51,62,CALM
103,33,28,STRESSED
82,34,10,NORMAL
107,30,23,STRESSED
67,58,86,CALM
80,38,35,NORMAL
64,62,88,CALM
77,22,34,NORMAL
89,27,47,NORMAL
105,8,33,ANXIOUS
78,44,28,NORMAL
85,38,66,NORMAL
104,15,20,ANXIOUS
79,31,34,STRESSED
104,37,36,STRESSED
96,35,17,STRESSED
98,11,21,ANXIOUS
102,25,27,STRESSED
60,58,84,CALM
58,40,76,CALM
62,55,89,CALM
86,50,60,NORMAL
99,33,45,STRESSED
73,29,36,STRESSED
85,29,37,STRESSED
80,25,49,STRESSED
73,51,32,NORMAL
84,21,24,STRESSED
112,6,16,ANXIOUS
59,78,47,CALM
110,14,27,ANXIOUS
78,38,35,NORMAL
55,31,82,CALM
105,20,14,STRESSED
110,13,20,ANXIOUS
61,41,83,CALM
62,42,55,CALM
72,31,43,NORMAL
61,47,46,CALM
56,48,46,NORMAL
93,45,57,NORMAL
63,71,80,CALM
57,65,101,CALM
79,16,19,STRESSED
62,56,26,NORMAL
124,15,14,ANXIOUS
65,53,103,CALM
119,28,63,STRESSED
95,43,37,NORMAL
104,11,15,ANXIOUS
114,12,13,ANXIOUS
108,25,22,ANXIOUS
73,60,76,CALM
70,43,59,NORMAL
75,61,52,NORMAL
111,17,20,ANXIOUS
99,6,18,ANXIOUS
84,23,56,NORMAL
84,30,31,STRESSED
114,11,19,ANXIOUS
72,69,60,CALM
54,84,82,CALM
75,52,75,CALM
106,9,20,ANXIOUS
97,29,25,STRESSED
70,70,62,CALM
83,33,53,NORMAL
56,49,57,CALM
72,33,45,NORMAL
75,47,35,NORMAL
125,29,23,ANXIOUS
78,41,58,NORMAL
52,60,84,CALM
99,27,27,STRESSED
59,53,50,CALM
103,17,18,STRESSED
108,23,25,ANXIOUS
68,53,84,CALM
112,5,10,ANXIOUS
89,23,29,STRESSED
53,54,88,CALM
70,38,52,NORMAL
63,73,66,CALM
83,25,71,NORMAL
76,53,48,NORMAL
78,78,64,CALM
64,68,59,CALM
113,28,41,STRESSED
69,50,91,CALM
124,7,35,ANXIOUS
90,23,33,STRESSED
84,29,35,STRESSED
70,51,30,CALM
56,59,36,CALM
78,73,64,CALM
93,30,33,NORMAL
114,6,22,ANXIOUS
79,43,37,NORMAL
83,38,21,STRESSED
90,16,23,ANXIOUS
89,18,27,STRESSED
108,17,17,ANXIOUS
105,21,25,STRESSED
102,33,20,STRESSED
101,29,39,STRESSED
80,31,64,NORMAL
97,25,36,ANXIOUS
84,35,40,NORMAL
65,82,96,CALM
60,63,62,CALM
113,16,11,ANXIOUS
105,14,20,ANXIOUS
65,51,55,NORMAL
89,5,41,STRESSED
78,45,52,NORMAL
78,15,29,STRESSED
100,19,28,ANXIOUS
94,25,10,STRESSED
97,14,10,ANXIOUS
99,35,30,STRESSED
66,63,47,CALM
78,39,55,NORMAL
50,55,54,CALM
93,14,27,STRESSED
91,28,25,STRESSED
79,20,64,NORMAL
89,17,54,STRESSED
74,47,26,NORMAL
97,26,20,STRESSED
98,13,24,ANXIOUS
60,56,42,CALM
72,59,37,NORMAL
96,36,29,STRESSED
87,33,28,STRESSED
116,20,15,ANXIOUS
94,37,26,STRESSED
95,39,56,NORMAL
59,56,46,CALM
96,45,36,NORMAL
120,5,21,ANXIOUS
64,63,71,CALM
124,13,32,ANXIOUS
77,32,15,STRESSED
97,16,12,ANXIOUS
97,16,35,STRESSED
73,55,68,CALM
98,17,14,STRESSED
86,31,22,STRESSED
68,53,72,CALM
69,89,69,CALM
112,9,30,ANXIOUS
118,21,16,ANXIOUS
107,26,11,STRESSED
60,59,29,NORMAL
74,34,58,NORMAL
54,80,57,CALM
95,17,10,ANXIOUS
86,42,59,NORMAL
87,63,26,CALM
91,24,37,STRESSED
130,19,23,ANXIOUS
123,15,27,ANXIOUS
116,17,39,STRESSED
88,25,25,STRESSED
71,28,68,NORMAL
71,53,66,CALM
52,56,64,CALM
68,55,39,NORMAL
99,28,17,ANXIOUS
73,57,74,CALM
61,82,72,CALM
88,27,30,STRESSED
118,12,10,ANXIOUS
59,73,83,CALM
65,32,67,NORMAL
90,18,24,STRESSED
79,16,28,STRESSED
99,17,10,ANXIOUS
73,27,33,STRESSED
86,58,56,NORMAL
64,64,60,CALM
118,26,29,ANXIOUS
110,17,33,ANXIOUS
102,16,38,STRESSED
56,69,72,CALM
74,52,43,NORMAL
73,53,67,CALM
108,16,21,ANXIOUS
100,23,19,STRESSED
60,57,62,CALM
59,65,55,CALM
88,18,24,STRESSED
63,59,102,CALM
87,23,20,STRESSED
78,37,56,NORMAL
113,17,10,ANXIOUS
112,14,17,ANXIOUS
109,28,37,STRESSED
51,70,74,CALM
89,30,39,STRESSED
51,70,38,CALM
84,32,31,NORMAL
106,26,26,STRESSED
56,52,91,CALM
100,13,19,ANXIOUS
90,32,44,NORMAL
100,12,22,ANXIOUS
99,43,37,STRESSED
113,24,10,ANXIOUS
85,30,27,NORMAL
102,21,37,STRESSED
118,23,20,STRESSED
98,35,18,STRESSED
99,19,26,ANXIOUS
54,65,62,CALM
99,16,40,NORMAL
60,60,81,CALM
76,60,18,NORMAL
63,75,48,CALM
70,39,54,NORMAL
74,49,65,NORMAL
74,16,40,STRESSED
66,50,65,CALM
116,20,24,ANXIOUS
109,15,41,STRESSED
77,46,32,NORMAL
97,18,28,ANXIOUS
61,52,87,CALM
73,45,44,NORMAL
120,13,26,ANXIOUS
63,66,72,CALM
91,19,30,STRESSED
106,19,24,ANXIOUS
91,21,21,ANXIOUS
98,22,38,STRESSED
96,33,15,STRESSED
114,8,20,STRESSED
69,36,66,CALM
94,34,39,NORMAL
75,39,53,NORMAL
101,17,25,ANXIOUS
81,33,76,NORMAL
80,68,64,CALM
103,20,10,ANXIOUS
59,66,97,CALM
93,19,25,ANXIOUS
54,43,91,CALM
101,31,46,STRESSED
79,38,80,NORMAL
67,50,48,NORMAL
118,18,10,ANXIOUS
83,33,17,NORMAL
102,32,51,STRESSED
76,27,10,NORMAL
111,20,25,ANXIOUS
74,63,47,CALM
95,23,20,STRESSED
95,20,29,STRESSED
85,33,47,NORMAL
95,22,19,STRESSED
62,44,49,CALM
89,50,63,NORMAL
52,54,89,CALM
90,36,40,NORMAL
68,29,37,NORMAL
95,34,13,STRESSED
92,26,48,STRESSED
115,17,15,ANXIOUS
66,63,82,CALM
78,55,45,NORMAL
65,27,58,CALM
112,33,18,STRESSED
102,18,10,STRESSED
84,13,22,STRESSED
59,53,82,CALM
126,22,21,ANXIOUS
65,75,68,CALM
78,22,19,STRESSED
86,51,51,NORMAL
60,64,63,CALM
114,28,11,STRESSED
88,30,28,STRESSED
61,56,40,CALM
85,29,51,NORMAL
85,20,27,STRESSED
59,82,59,CALM
83,27,58,NORMAL
84,38,50,NORMAL
84,45,50,NORMAL
82,39,48,NORMAL
74,58,81,CALM
50,54,54,CALM
68,58,76,CALM
54,61,86,CALM
106,16,10,ANXIOUS
115,14,25,ANXIOUS
121,14,29,STRESSED
64,54,67,CALM
93,33,21,STRESSED
109,19,28,ANXIOUS
62,60,79,CALM
107,13,14,ANXIOUS
84,40,41,NORMAL
129,13,27,ANXIOUS
116,6,16,ANXIOUS
98,24,16,STRESSED
87,25,55,STRESSED
79,61,55,CALM
110,21,20,ANXIOUS
114,24,16,ANXIOUS
58,72,57,CALM
100,23,23,STRESSED
96,44,65,NORMAL
93,38,20,STRESSED
50,60,72,CALM
73,21,59,NORMAL
110,17,25,ANXIOUS
113,16,10,ANXIOUS
102,23,52,STRESSED
66,66,68,CALM
55,51,70,CALM
73,38,47,NORMAL
68,50,65,CALM
88,37,37,NORMAL
113,12,18,ANXIOUS
74,43,70,CALM
91,43,38,STRESSED
101,39,24,STRESSED
104,14,19,ANXIOUS
83,21,30,STRESSED
98,15,12,ANXIOUS
53,61,82,NORMAL
84,31,56,NORMAL
97,31,35,STRESSED
88,46,49,NORMAL
91,11,33,STRESSED
65,73,74,CALM
119,14,11,ANXIOUS
72,39,38,NORMAL
110,14,23,ANXIOUS
59,54,96,CALM
84,19,30,STRESSED
98,31,54,NORMAL
78,38,54,NORMAL
75,53,61,CALM
90,29,32,STRESSED
99,37,42,STRESSED
65,57,91,CALM
90,30,12,STRESSED
90,6,19,ANXIOUS
61,56,81,CALM
61,44,43,NORMAL
63,36,83,CALM
118,10,20,ANXIOUS
75,20,34,STRESSED
84,27,14,NORMAL
52,84,62,CALM
99,27,28,STRESSED
66,54,74,CALM
72,53,53,NORMAL
106,21,23,ANXIOUS
108,8,20,ANXIOUS
114,18,26,STRESSED
96,23,33,STRESSED
65,67,61,CALM
83,33,74,NORMAL
80,39,44,NORMAL
64,57,49,CALM
77,41,51,NORMAL
96,14,17,ANXIOUS
60,64,95,CALM
99,15,25,ANXIOUS
65,69,57,CALM
87,62,45,NORMAL
95,30,43,STRESSED
117,21,29,STRESSED
113,17,10,ANXIOUS
97,28,29,STRESSED
64,55,47,CALM
70,19,15,STRESSED
83,54,45,NORMAL
102,18,19,STRESSED
63,62,58,CALM
105,14,29,ANXIOUS
71,55,48,CALM
62,41,67,CALM
107,20,24,ANXIOUS
118,13,21,ANXIOUS
107,13,18,ANXIOUS
95,33,32,STRESSED
108,17,12,ANXIOUS
93,28,27,STRESSED
114,9,10,ANXIOUS
94,25,30,STRESSED
98,37,32,NORMAL
85,34,53,NORMAL
97,5,15,ANXIOUS
113,17,14,ANXIOUS
62,52,40,NORMAL
119,17,27,ANXIOUS
60,35,75,CALM
113,11,11,ANXIOUS
98,13,26,STRESSED
75,34,55,NORMAL
110,11,11,ANXIOUS
87,52,58,NORMAL
84,21,22,STRESSED
110,19,10,ANXIOUS
120,21,23,ANXIOUS
69,17,10,NORMAL
65,17,51,NORMAL
110,20,11,STRESSED
89,29,15,ANXIOUS
79,40,70,NORMAL
75,24,46,NORMAL
64,72,59,CALM
58,79,65,CALM
75,53,54,NORMAL
56,86,40,CALM
103,27,34,STRESSED
79,53,72,CALM
105,32,16,STRESSED
69,63,93,CALM
80,30,34,NORMAL
73,37,51,NORMAL
117,18,26,STRESSED
52,62,75,CALM
78,63,91,CALM
114,11,19,ANXIOUS
65,51,35,NORMAL
92,36,61,NORMAL
92,18,15,STRESSED
72,17,17,NORMAL
103,23,30,STRESSED
98,19,32,STRESSED
87,24,24,STRESSED
56,40,81,CALM
87,11,32,STRESSED
87,18,60,NORMAL
107,16,13,ANXIOUS
96,15,25,ANXIOUS
68,60,75,CALM
109,14,22,ANXIOUS
79,31,33,NORMAL
66,39,62,NORMAL
84,18,11,STRESSED
52,41,82,CALM
83,23,48,NORMAL
84,33,50,NORMAL
106,21,10,ANXIOUS
78,47,56,CALM
91,22,36,NORMAL
77,60,50,CALM
108,35,38,STRESSED
86,25,40,STRESSED
63,68,95,CALM
88,50,54,NORMAL
50,61,76,CALM
78,47,52,CALM
105,15,37,STRESSED
76,43,66,NORMAL
58,58,76,CALM
126,13,19,ANXIOUS
97,14,24,ANXIOUS
71,22,38,NORMAL
110,10,18,ANXIOUS
107,31,38,STRESSED
96,27,49,STRESSED
93,19,45,STRESSED
65,40,88,CALM
93,17,20,STRESSED
115,16,28,STRESSED
62,71,64,CALM
91,21,40,STRESSED
55,64,76,CALM
78,17,35,STRESSED
86,55,91,NORMAL
70,59,56,CALM
66,58,78,CALM
84,52,35,NORMAL
112,15,18,ANXIOUS
119,11,13,ANXIOUS
89,33,51,STRESSED
95,46,61,NORMAL
121,14,11,ANXIOUS
122,22,26,STRESSED
98,17,13,ANXIOUS
55,16,42,NORMAL
81,49,57,NORMAL
76,33,36,NORMAL
69,53,63,CALM
86,14,16,STRESSED
100,37,38,STRESSED
118,9,17,ANXIOUS
83,44,51,NORMAL
114,23,11,ANXIOUS
67,58,90,CALM
100,28,33,STRESSED
76,56,46,NORMAL
76,36,36,NORMAL
116,18,23,ANXIOUS
117,14,14,ANXIOUS
99,16,16,STRESSED
102,11,26,ANXIOUS
105,22,31,STRESSED
81,15,39,STRESSED
58,58,72,CALM
102,46,44,NORMAL
76,32,59,NORMAL
101,14,31,ANXIOUS
76,8,28,STRESSED
122,15,24,ANXIOUS
107,28,38,STRESSED
73,29,55,NORMAL
99,33,19,STRESSED
91,28,36,STRESSED
94,16,23,STRESSED
121,11,21,ANXIOUS
96,11,30,ANXIOUS
93,25,21,STRESSED
91,34,61,NORMAL
85,35,31,STRESSED
71,49,54,NORMAL
65,63,82,CALM
51,59,69,CALM
89,15,24,STRESSED
82,49,70,NORMAL
80,43,25,STRESSED
108,29,28,STRESSED
124,15,18,ANXIOUS
115,12,13,ANXIOUS
73,72,75,CALM
60,65,63,CALM
82,54,71,CALM
77,51,56,NORMAL
77,31,28,NORMAL
97,21,24,STRESSED
111,11,23,ANXIOUS
65,56,70,CALM
70,38,26,NORMAL
110,9,10,ANXIOUS
97,32,34,STRESSED
88,41,49,NORMAL
87,39,53,NORMAL
90,45,44,NORMAL
101,23,33,STRESSED
59,62,82,CALM
63,68,104,CALM
63,59,75,CALM
97,31,42,STRESSED
97,31,28,STRESSED
111,5,28,ANXIOUS
59,38,52,NORMAL
95,23,26,STRESSED
76,68,69,CALM
97,36,32,STRESSED
93,21,36,STRESSED
65,65,63,CALM
108,25,19,ANXIOUS
73,41,14,NORMAL
69,56,97,CALM
86,49,52,NORMAL
66,45,81,CALM
72,60,90,CALM
80,19,73,NORMAL
97,16,17,ANXIOUS
116,15,36,ANXIOUS
85,51,62,NORMAL
101,43,22,STRESSED
67,40,22,NORMAL
75,15,75,NORMAL
105,14,28,ANXIOUS
67,50,60,CALM
53,48,52,CALM
102,28,34,STRESSED
73,29,68,NORMAL
66,45,28,NORMAL
70,61,66,CALM
113,12,20,ANXIOUS
128,18,10,ANXIOUS
73,65,95,CALM
70,30,56,NORMAL
81,65,53,NORMAL
86,37,36,NORMAL
84,37,21,STRESSED
82,43,72,NORMAL
104,18,21,ANXIOUS
118,20,16,ANXIOUS
67,38,52,NORMAL
59,62,70,CALM
67,65,73,CALM
76,26,35,NORMAL
60,54,79,CALM
109,12,23,ANXIOUS
111,34,36,STRESSED
88,41,54,NORMAL
58,32,56,NORMAL
117,14,27,ANXIOUS
68,50,36,CALM
82,50,45,NORMAL
85,36,47,STRESSED
82,27,53,NORMAL
100,10,13,ANXIOUS
82,28,77,NORMAL
93,40,58,NORMAL
65,64,73,CALM
65,60,95,CALM
116,19,41,ANXIOUS
98,19,24,STRESSED
107,25,31,STRESSED
114,16,21,ANXIOUS
78,61,74,CALM
95,29,32,NORMAL
102,20,20,ANXIOUS
74,23,53,NORMAL
81,31,56,NORMAL
97,29,15,STRESSED
99,16,27,ANXIOUS
85,33,41,NORMAL
105,7,12,ANXIOUS
51,46,76,CALM
77,26,66,NORMAL
73,34,43,NORMAL
72,67,77,CALM
77,30,33,NORMAL
86,32,35,STRESSED
75,32,59,NORMAL
60,62,63,CALM
65,55,53,CALM
111,29,16,ANXIOUS
89,30,24,STRESSED
99,20,47,STRESSED
89,25,29,STRESSED
67,59,60,CALM
62,55,68,CALM
99,23,10,STRESSED
114,15,26,ANXIOUS
81,43,44,NORMAL
72,42,67,NORMAL
62,63,55,CALM
68,39,75,CALM
98,7,19,STRESSED
80,28,63,NORMAL
62,65,89,CALM
95,24,22,ANXIOUS
95,25,47,NORMAL
118,13,33,ANXIOUS
100,5,30,STRESSED
52,50,84,CALM
60,50,63,CALM
120,19,24,ANXIOUS
50,65,40,CALM
92,6,13,ANXIOUS
130,38,31,STRESSED
94,23,26,NORMAL
71,32,40,NORMAL
109,13,33,STRESSED
106,8,23,ANXIOUS
97,18,26,STRESSED
70,33,53,NORMAL
85,35,74,NORMAL
95,40,49,STRESSED
94,30,30,STRESSED
95,28,20,STRESSED
117,12,16,ANXIOUS
61,71,65,CALM
103,10,10,ANXIOUS
88,22,19,STRESSED
97,8,26,STRESSED
76,16,40,STRESSED
71,33,55,NORMAL
85,44,45,NORMAL
90,28,25,STRESSED
76,34,39,NORMAL
87,50,59,NORMAL
93,26,55,NORMAL
50,50,68,CALM
62,48,68,CALM
56,60,73,CALM
93,35,20,STRESSED
58,67,62,CALM
103,23,15,ANXIOUS
90,14,27,STRESSED
82,45,70,NORMAL
56,74,76,CALM
121,13,16,ANXIOUS
84,50,26,NORMAL
84,25,12,STRESSED
92,26,34,STRESSED
110,21,24,ANXIOUS
90,34,21,STRESSED
79,52,47,NORMAL
90,30,41,STRESSED
85,52,52,NORMAL
115,15,15,ANXIOUS
80,32,47,STRESSED
80,37,43,NORMAL
130,15,14,ANXIOUS
68,51,102,CALM
94,20,35,STRESSED
91,28,16,STRESSED
65,37,59,NORMAL
77,68,79,CALM
130,10,35,ANXIOUS
95,42,63,NORMAL
80,54,55,NORMAL
59,54,76,CALM
101,16,46,STRESSED
104,26,18,STRESSED
59,57,100,CALM
74,26,38,NORMAL
103,17,49,STRESSED
89,30,33,STRESSED
91,38,45,NORMAL
98,17,28,STRESSED
104,8,10,ANXIOUS
84,24,74,NORMAL
104,24,22,STRESSED
72,38,78,NORMAL
119,26,10,ANXIOUS
98,26,27,STRESSED
120,16,10,ANXIOUS
74,53,74,CALM
112,23,14,ANXIOUS
67,35,41,NORMAL
106,14,30,ANXIOUS
79,14,27,STRESSED
111,8,27,ANXIOUS
118,11,20,ANXIOUS
76,23,18,STRESSED
75,26,52,NORMAL
76,17,29,STRESSED
81,34,27,NORMAL
110,43,48,NORMAL
75,49,84,CALM
86,27,45,NORMAL
75,39,48,NORMAL
93,22,10,ANXIOUS
96,17,10,ANXIOUS
115,19,19,ANXIOUS
103,13,21,ANXIOUS
92,34,43,NORMAL
85,32,54,NORMAL
67,65,58,CALM
75,77,89,CALM
50,37,87,NORMAL
74,32,37,NORMAL
130,11,10,ANXIOUS
58,62,61,CALM
79,50,51,CALM
93,55,35,NORMAL
92,21,16,ANXIOUS
105,11,25,ANXIOUS
71,35,62,NORMAL
72,30,71,NORMAL
110,11,17,ANXIOUS
82,35,25,STRESSED
65,67,78,CALM
90,32,50,NORMAL
93,22,82,NORMAL
96,28,12,STRESSED
90,49,46,NORMAL
59,52,57,NORMAL
130,16,29,ANXIOUS
77,33,26,NORMAL
94,15,43,STRESSED
65,45,100,CALM
50,48,45,CALM
82,37,26,NORMAL
93,27,38,STRESSED
104,7,36,ANXIOUS
95,30,29,STRESSED
82,45,60,NORMAL
87,27,36,STRESSED
78,46,27,NORMAL
114,6,21,ANXIOUS
121,13,26,ANXIOUS
50,55,71,CALM
68,50,51,NORMAL
71,52,71,CALM
79,43,22,STRESSED
114,27,35,STRESSED
70,55,78,CALM
78,41,20,NORMAL
74,42,45,NORMAL
71,47,64,CALM
113,14,15,ANXIOUS
98,29,13,STRESSED
118,11,32,ANXIOUS
111,28,21,STRESSED
90,8,29,ANXIOUS
67,41,58,NORMAL
65,37,68,NORMAL
99,22,26,ANXIOUS
107,23,34,STRESSED
79,43,57,NORMAL
64,62,72,CALM
74,71,79,CALM
93,28,70,NORMAL
105,30,37,STRESSED
66,73,83,CALM
67,52,44,NORMAL
50,82,69,CALM
110,17,18,ANXIOUS
80,20,59,NORMAL
104,25,30,STRESSED
86,50,27,NORMAL
89,20,10,ANXIOUS
77,54,74,NORMAL
115,14,10,ANXIOUS
56,59,77,CALM
97,5,36,STRESSED
104,32,13,STRESSED
127,17,21,ANXIOUS
98,13,24,ANXIOUS
130,12,32,ANXIOUS
110,5,21,ANXIOUS
68,89,50,CALM
93,34,37,STRESSED
62,49,42,NORMAL
98,19,13,ANXIOUS
102,17,29,STRESSED
72,39,39,NORMAL
116,12,32,ANXIOUS
110,8,16,ANXIOUS
52,51,76,CALM
79,32,57,NORMAL
69,30,24,NORMAL
75,79,72,CALM
111,27,20,STRESSED
97,10,36,ANXIOUS
86,22,26,STRESSED
71,47,51,NORMAL
115,8,16,ANXIOUS
95,36,46,NORMAL
75,26,63,NORMAL
65,75,69,CALM
127,20,23,ANXIOUS
83,44,11,NORMAL
109,20,13,ANXIOUS
85,37,30,STRESSED
88,25,33,STRESSED
102,19,16,ANXIOUS
87,20,33,STRESSED
87,36,16,NORMAL
88,39,55,NORMAL
111,11,26,STRESSED
107,28,35,STRESSED
113,22,16,STRESSED
111,32,52,STRESSED
68,24,30,NORMAL
86,28,54,NORMAL
96,8,21,STRESSED
87,38,40,NORMAL
101,28,22,STRESSED
116,13,15,ANXIOUS
83,80,59,CALM
53,58,74,CALM
66,48,98,CALM
58,45,53,CALM
102,22,34,STRESSED
62,59,82,CALM
72,60,84,CALM
80,55,65,CALM
86,46,46,NORMAL
110,15,21,ANXIOUS
94,33,17,STRESSED
87,67,71,CALM
105,24,33,STRESSED
77,23,36,NORMAL
107,15,22,ANXIOUS
106,25,32,STRESSED
87,44,73,NORMAL
105,10,27,ANXIOUS
104,15,21,ANXIOUS
76,55,57,NORMAL
112,15,26,ANXIOUS
63,41,41,NORMAL
107,22,42,STRESSED
99,26,29,STRESSED
85,43,55,NORMAL
89,30,39,STRESSED
108,13,21,ANXIOUS
68,63,67,CALM
75,36,46,NORMAL
60,72,95,CALM
52,58,75,CALM
56,78,81,CALM
114,17,24,ANXIOUS
104,18,12,ANXIOUS
92,24,52,NORMAL
51,67,54,CALM
70,72,68,CALM
108,22,44,STRESSED
67,72,58,CALM
86,50,40,NORMAL
69,44,101,CALM
104,35,31,STRESSED
114,21,10,ANXIOUS
95,14,32,STRESSED
99,32,18,STRESSED
63,55,81,CALM
104,28,32,STRESSED
107,11,14,ANXIOUS
94,23,31,STRESSED
86,30,38,STRESSED
76,34,35,NORMAL
127,14,25,ANXIOUS
89,45,50,NORMAL
65,64,69,CALM
112,8,23,ANXIOUS
114,12,26,ANXIOUS
72,63,103,CALM
94,33,40,STRESSED
73,51,51,NORMAL
71,55,45,CALM
97,26,37,STRESSED
72,67,88,CALM
89,32,37,STRESSED
107,24,15,ANXIOUS
123,15,27,ANXIOUS
68,47,34,NORMAL
71,44,54,NORMAL
99,31,68,NORMAL
70,36,49,NORMAL
70,32,29,STRESSED
66,44,59,NORMAL
98,18,32,STRESSED
98,22,37,STRESSED
92,40,30,NORMAL
71,52,55,NORMAL
127,17,12,ANXIOUS
94,47,60,NORMAL
103,28,24,STRESSED
69,55,65,NORMAL
71,54,53,CALM
101,26,39,STRESSED
103,24,14,ANXIOUS
113,7,11,ANXIOUS
100,23,42,STRESSED
72,69,74,CALM
67,34,59,NORMAL
101,46,56,NORMAL
106,18,35,ANXIOUS
91,24,50,STRESSED
106,9,23,ANXIOUS
92,19,31,STRESSED
62,65,78,CALM
89,31,44,STRESSED
114,15,21,ANXIOUS
80,52,44,NORMAL
90,26,24,STRESSED
113,10,19,ANXIOUS
82,39,53,NORMAL
110,5,29,ANXIOUS
62,61,85,CALM
116,14,12,ANXIOUS
78,36,24,NORMAL
84,30,44,NORMAL
61,70,72,CALM
103,19,10,ANXIOUS
64,74,68,CALM
73,43,74,NORMAL
80,29,74,NORMAL
69,29,39,NORMAL
76,45,74,CALM
80,31,36,NORMAL
123,17,16,ANXIOUS
66,30,57,NORMAL
120,14,12,ANXIOUS
126,14,24,ANXIOUS
114,20,35,ANXIOUS
90,31,15,STRESSED
75,53,27,NORMAL
109,13,14,ANXIOUS
72,38,43,NORMAL
59,71,72,CALM
105,13,39,STRESSED
82,50,66,CALM
75,72,82,CALM
93,16,24,STRESSED
63,58,88,CALM
95,33,25,STRESSED
110,21,21,STRESSED
85,5,15,ANXIOUS
98,14,24,ANXIOUS
83,56,45,NORMAL
73,68,43,CALM
110,16,19,ANXIOUS
77,47,60,NORMAL
58,65,60,CALM
77,57,72,CALM
88,37,43,NORMAL
67,77,39,CALM
81,63,47,CALM
79,24,29,NORMAL
98,22,17,STRESSED
70,53,61,CALM
94,19,27,ANXIOUS
73,49,56,CALM
76,67,42,CALM
61,63,53,CALM
64,60,90,CALM
92,8,24,ANXIOUS
85,55,16,NORMAL
109,17,31,ANXIOUS
109,14,17,ANXIOUS
90,44,50,NORMAL
98,37,47,NORMAL
80,8,31,STRESSED
86,28,31,STRESSED
101,27,38,STRESSED
92,12,28,ANXIOUS
105,26,43,STRESSED
96,13,15,STRESSED
103,13,23,STRESSED
115,26,33,STRESSED
112,30,21,STRESSED
106,34,26,STRESSED
130,16,10,ANXIOUS
109,16,32,ANXIOUS
67,63,78,CALM
84,26,33,STRESSED
57,71,84,CALM
70,35,40,NORMAL
72,35,52,NORMAL
106,23,29,STRESSED
113,20,44,STRESSED
75,54,102,CALM
117,12,29,ANXIOUS
71,60,60,CALM
65,30,61,CALM
67,70,52,CALM
65,39,81,CALM
103,36,10,STRESSED
80,19,30,STRESSED
65,48,73,CALM
61,51,64,CALM
96,34,24,STRESSED
73,31,60,NORMAL
110,18,26,ANXIOUS
113,17,20,ANXIOUS
64,60,57,CALM
100,17,25,ANXIOUS
63,67,72,CALM
78,56,59,CALM
126,7,10,ANXIOUS
106,11,11,ANXIOUS
108,6,21,ANXIOUS
122,13,26,ANXIOUS
115,19,10,ANXIOUS
93,9,24,STRESSED
83,41,34,NORMAL
107,20,48,STRESSED
110,6,16,ANXIOUS
68,47,74,CALM
56,31,49,NORMAL
63,67,64,CALM
105,23,15,STRESSED
111,36,36,STRESSED
119,13,16,ANXIOUS
64,70,62,CALM
66,69,72,CALM
76,46,59,NORMAL
99,13,24,STRESSED
102,21,37,STRESSED
77,23,10,STRESSED
91,8,26,STRESSED
69,49,58,NORMAL
